sharpe_ratio,max_drawdown,total_trades,won_trades,lost_trades,win_rate,cumulative_return,max_custom_drawdown,final_portfolio_value,sma_long_period,sma_short_period,stop_loss_pct,position_size
0.5865129851840355,239.77834398319348,675,176,498,26.074074074074073,-791.580492183931,239.77834398319348,-69158.04921839293,50,20,0.5,0.2
0.5268357087494758,107.70910151252252,1340,333,1003,24.850746268656717,-100.38516074315642,107.70910151252254,-38.51607431564312,50,20,1.0,0.05
0.09303990405574263,157.19218607642566,939,246,690,26.198083067092654,-68.69244101263645,157.19218607642566,3130.755898736392,50,20,1.0,0.1
0.4301336692656129,199.48488528364695,658,188,469,28.57142857142857,-157.52981355374865,199.48488528364695,-5752.981355374818,50,20,1.0,0.2
0.4645734777602827,104.6789254808067,1016,268,743,26.37795275590551,-119.18059661081675,104.67892548080671,-1918.0596610816856,50,20,1.5,0.05
-0.36450181204597676,168.48335324744804,830,224,603,26.987951807228917,-43.537098332755434,168.48335324744804,5646.290166724451,50,20,1.5,0.1
-0.796750908019156,219.49323568449756,563,156,406,27.708703374777976,-467.2789330663111,219.49323568449753,-36727.89330663144,50,20,1.5,0.2
0.6309278982359913,51.845281134144216,1253,302,946,24.102154828411813,332.47459474631887,51.845281134144216,43247.45947463163,50,30,0.5,0.05
0.6123900631089984,84.31503840383536,1249,301,943,24.09927942353883,778.5526025639178,84.31503840383535,87855.26025639154,50,30,0.5,0.1
-0.3715597385130535,130.28169274715322,1157,275,878,23.768366464995676,247.07964686282753,130.28169274715322,34707.964686282765,50,30,0.5,0.2
0.6790143311026641,48.10914432177663,1118,289,824,25.849731663685148,451.04761952721344,48.10914432177664,55104.761952721325,50,30,1.0,0.05
0.6140559499620799,85.25991013656848,1121,288,828,25.69134701159679,1414.745347788395,85.25991013656848,151474.53477883965,50,30,1.0,0.1
0.5863503565959629,131.13751544829,1025,269,752,26.243902439024392,3264.8338637198613,131.13751544829,336483.3863719845,50,30,1.0,0.2
0.6599094762866944,51.612831460796116,994,272,717,27.364185110663986,408.773299431964,51.612831460796116,50877.32994319652,50,30,1.5,0.05
0.5791090446135166,86.83343906029526,994,273,716,27.464788732394368,1177.3051010532654,86.83343906029526,127730.51010532657,50,30,1.5,0.1
0.37525475190118335,133.91591939646028,923,250,669,27.085590465872155,1022.9238562894187,133.91591939646028,112292.38562894186,50,30,1.5,0.2
-0.37967610812336533,122.78140352940954,912,268,641,29.385964912280706,-113.68980977199192,122.78140352940954,-1368.9809771991959,100,10,0.5,0.05
0.41335207809653923,361.6914454222221,1148,333,810,29.006968641114984,-4336.524765431907,361.6914454222221,-423652.4765431873,100,10,0.5,0.1
0.34891659902913974,191.15675336911613,1143,307,834,26.859142607174103,-644.8982313483641,191.15675336911613,-54489.82313483657,100,10,0.5,0.2
-0.15529990840746197,120.73933734371342,1009,296,710,29.33597621407334,-114.15709637317006,120.73933734371343,-1415.709637317002,100,10,1.0,0.05
-0.4314743660630194,152.980274451009,986,289,692,29.310344827586203,-279.4324507977298,152.980274451009,-17943.245079772707,100,10,1.0,0.1
0.4249467006118687,268.65714430277535,1047,295,749,28.17574021012416,-5756.616664286344,268.65714430277535,-565661.6664286349,100,10,1.0,0.2
0.2740999213112437,135.6699576897783,848,256,589,30.18867924528302,-148.9894445955886,135.6699576897783,-4898.9444595588775,100,10,1.5,0.05
0.6578941493671357,156.73587636787974,872,266,601,30.504587155963304,-381.89645002070716,156.73587636787977,-28189.645002070494,100,10,1.5,0.1
-0.5635793573125606,814.0351064988256,954,291,658,30.50314465408805,-39322.56332650327,814.0351064988256,-3922256.3326503276,100,10,1.5,0.2
0.4496628272764308,120.94667242684623,966,257,706,26.60455486542443,-109.9665188065489,120.94667242684625,-996.6518806548936,100,20,0.5,0.05
-0.4917394478661657,358.70333846169507,671,188,478,28.017883755588674,-1014.0232072827987,358.70333846169507,-91402.32072827987,100,20,0.5,0.1
-0.06725578823568588,520.150752551504,601,173,423,28.785357737104828,-5180.83342618399,520.1507525515038,-508083.34261840105,100,20,0.5,0.2
-0.4285579910424936,106.67263696137648,1277,324,950,25.371965544244325,-101.39011734697077,106.67263696137648,-139.01173469707203,100,20,1.0,0.05
-0.5424498471149439,154.28741740292992,759,213,544,28.063241106719367,-80.75511591408873,154.28741740292992,1924.4884085911253,100,20,1.0,0.1
0.3111041912756098,224.48534230065476,848,229,617,27.004716981132077,-262.14813133209736,224.48534230065476,-16214.81313320943,100,20,1.0,0.2
-0.4218948359711275,101.32678002468668,1172,308,862,26.27986348122867,-101.21706321049302,101.32678002468668,-121.70632104930189,100,20,1.5,0.05
0.34244524145203453,159.1432626351066,698,200,496,28.653295128939828,-73.96777745610648,159.1432626351066,2603.222254389362,100,20,1.5,0.1
0.4544616226671093,221.86441469494113,543,159,382,29.2817679558011,-356.7272414489719,221.86441469494116,-25672.72414489725,100,20,1.5,0.2
0.5992823146675179,54.98453732423446,1089,269,815,24.701561065197428,232.72720022994952,54.98453732423446,33272.72002299507,100,30,0.5,0.05
0.71744981124426,77.47731489271182,1086,269,812,24.769797421731123,569.3121658562707,77.47731489271182,66931.21658562732,100,30,0.5,0.1
0.5314589942781967,98.0789786473652,1005,254,747,25.273631840796018,582.5942374057914,98.0789786473652,68259.42374057906,100,30,0.5,0.2
0.6673062022690764,46.29756686253796,999,258,736,25.825825825825827,320.28268999796677,46.29756686253796,42028.26899979656,100,30,1.0,0.05
0.7508793225398165,70.32966565061433,995,259,731,26.030150753768844,852.4817023133686,70.32966565061433,95248.17023133696,100,30,1.0,0.1
0.48369650149259497,97.80551951560305,910,243,663,26.703296703296704,2231.3183694468453,97.80551951560305,233131.8369446848,100,30,1.0,0.2
0.6535060112681748,52.685414450231235,876,247,624,28.19634703196347,296.7573105644601,52.68541445023123,39675.73105644596,100,30,1.5,0.05
0.7330970363117866,76.1312555127935,874,250,619,28.604118993135014,771.3765405998853,76.1312555127935,87137.6540599886,100,30,1.5,0.1
0.43078272790209693,112.83708541133562,812,230,578,28.32512315270936,457.0919243615907,112.83708541133561,55709.19243615909,100,30,1.5,0.2
